headword	id	sort_order	re1	re2	n_cum_1	n_seq_1	n_ic_cum_1	n_ic_seq_1	n_cum_2	n_seq_2	n_ic_cum_2	n_ic_seq_2	n_manual	n_manual_cmt	n_final	main_form	related_headword	dewk_main_form_on_variant	link_de	link_en
hinwegfegen	2945	2945	\bhinweg(\b|feg|zufegen|gefegt) + _FEGEN	\bhinweg(\b|f|z|g) + _FEGEN	17	1646 -> 17	19	1663 -> 19	17	1734 -> 17	19	1752 -> 19			17					https://en.wiktionary.org/wiki/hinwegfegen
hochnehmen	2946	2946	\bhoch(\b|n|zunehmen|genommen) + _NEHMEN	\bhoch(\b|n|z|g) + _NEHMEN	273	6850 -> 273	318	7491 -> 318	350	8466 -> 350	681	13643 -> 681	5	=1/50*273; the match is for 'arrest' and not 'tease'/'wind up'	5					https://en.wiktionary.org/wiki/hochnehmen
hochspielen	2947	2947	\bhoch(\b|spiel|zuspielen|gespielt) + spiel	\bhoch(\b|s|z|g) + spiel	142	6832 -> 142	233	7441 -> 233	229	9045 -> 229	1277	32806 -> 1277			142					https://en.wiktionary.org/wiki/hochspielen
hohe Kante	2948	2948	[Hh]ohe[rn]? Kante		4	4	4	4							4	hohe Kante				https://en.wiktionary.org/wiki/hohe_Kante
hohe Stirn	2949	2949	[Hh]ohe[rn]? Stirn		10	10	10	10							10					https://en.wiktionary.org/wiki/hohe_Stirn
Höhen und Tiefen	2950	2950	Höhen und Tiefen		57	57	57	57							57					https://en.wiktionary.org/wiki/H%C3%B6hen_und_Tiefen
Holz vor der Hütte	2951	2951	Holz + vor der Hütte		0	4527 -> 0	0	4538 -> 0							0	Holz vor der Hütte haben				https://en.wiktionary.org/wiki/Holz_vor_der_H%C3%BCtte
Honig um den Bart schmieren	2952	2952	Honig um den Bart + schmier		0	0 -> 0	0	0 -> 0							0		jemandem Honig ums Maul schmieren			https://en.wiktionary.org/wiki/Honig_um_den_Bart_schmieren
Honig um den Mund schmieren	2953	2953	Honig um den Mund + schmier		0	0 -> 0	0	0 -> 0							0		jemandem Honig ums Maul schmieren			https://en.wiktionary.org/wiki/Honig_um_den_Mund_schmieren
Honig ums Maul schmieren	2954	2954	Honig ums Maul + schmier		1	1 -> 1	1	1 -> 1							1		jemandem Honig ums Maul schmieren			https://en.wiktionary.org/wiki/Honig_ums_Maul_schmieren
Hopfen und Malz, Gott erhalt's	2955	2955	Hopfen und Malz + Gott erhalt.?s		1	2 -> 1	1	2 -> 1							1					https://en.wiktionary.org/wiki/Hopfen_und_Malz%2C_Gott_erhalt%27s
Hundeleben	2956	2956	Hundeleben		4	4	4	4							4					https://en.wiktionary.org/wiki/Hundeleben
Hundertschaft	2957	2957	Hundertschaft		26	26	26	26							26					https://en.wiktionary.org/wiki/Hundertschaft
i-Tüpfelchen	2958	2958	i-Tüpfelchen		4	4	4	4							4					https://en.wiktionary.org/wiki/i-T%C3%BCpfelchen
im Auftrag	2959	2959	im Auftrag		3533	3533	3533	3533					12	we filtered by the regex 'im Auftrag + \bunter' and then by 'schr' or 'zeichne' (i.e., to find use with 'unterschreiben' or 'unterzeichnen') and reviewed the results	12					https://en.wiktionary.org/wiki/im_Auftrag
im Auge behalten	2960	2960	im Auge + BEHALTEN		57	238 -> 57	57	238 -> 57							57		im Auge behalten			https://en.wiktionary.org/wiki/im_Auge_behalten
im Auge haben	2961	2961	im Auge + HABEN		43	238 -> 43	43	238 -> 43							43	etwas im Auge haben	im Auge behalten			https://en.wiktionary.org/wiki/im_Auge_haben
im Bilde über etwas sein	2962	2962	im Bilde + über + SEIN		11	20 -> 11 -> 11	11	20 -> 11 -> 11							11					https://en.wiktionary.org/wiki/im_Bilde_%C3%BCber_etwas_sein
im falschen Film	2963	2963	im falschen Film		0	0	0	0							0					https://en.wiktionary.org/wiki/im_falschen_Film
im Feld bleiben	2964	2964	im Feld + BLEIBEN		2	282 -> 2	2	282 -> 2							2					https://en.wiktionary.org/wiki/im_Feld_bleiben
im Gebälk knacken	2965	2965	im Gebälk + knack		0	11 -> 0	0	11 -> 0							0		im Gebälk krachen			https://en.wiktionary.org/wiki/im_Geb%C3%A4lk_knacken
im Gebälk knirschen	2966	2966	im Gebälk + knirsch		0	11 -> 0	0	11 -> 0							0		im Gebälk krachen			https://en.wiktionary.org/wiki/im_Geb%C3%A4lk_knirschen
im Gebälk knistern	2967	2967	im Gebälk + knister		0	11 -> 0	0	11 -> 0							0		im Gebälk krachen			https://en.wiktionary.org/wiki/im_Geb%C3%A4lk_knistern
im Gebälk krachen	2968	2968	im Gebälk + krach		0	11 -> 0	0	11 -> 0							0		im Gebälk krachen			https://en.wiktionary.org/wiki/im_Geb%C3%A4lk_krachen
im Gebälk rascheln	2969	2969	im Gebälk + rasch(el|le)		0	11 -> 0	0	11 -> 0							0		im Gebälk krachen			https://en.wiktionary.org/wiki/im_Geb%C3%A4lk_rascheln
im Griff haben	2970	2970	im Griff + HABEN		43	64 -> 43	43	64 -> 43							43	etwas im Griff haben				https://en.wiktionary.org/wiki/im_Griff_haben
im Kopf haben	2971	2971	im Kopf + HABEN		44	164 -> 44	44	164 -> 44							44	etwas im Kopf haben				https://en.wiktionary.org/wiki/im_Kopf_haben
im selben Atemzug	2972	2972	im selben Atemzug		4	4	4	4							4					https://en.wiktionary.org/wiki/im_selben_Atemzug
im Sturm einnehmen	2973	2973	im Sturm + \bein(\b|n|z|g) + _NEHMEN		7	163 -> 31 -> 7	8	163 -> 34 -> 8							7					https://en.wiktionary.org/wiki/im_Sturm_einnehmen
im Sturm nehmen	2974	2974	im Sturm + NEHMEN		6	163 -> 6	6	163 -> 6							6					https://en.wiktionary.org/wiki/im_Sturm_nehmen
in acht Tagen	2975	2975	in acht Tagen + MANUAL_REVIEW		4	4 -> 4	4	4 -> 4					0	0/4; it was not possible to tell if these are idiomatic or literal, but literal meanings seemed more likely	0					https://en.wiktionary.org/wiki/in_acht_Tagen
in Acht und Bann	2976	2976	in Acht und Bann		2	2	2	2							2					https://en.wiktionary.org/wiki/in_Acht_und_Bann
in Betracht kommen	2977	2977	in Betracht + KOMMEN		345	666 -> 345	351	666 -> 351							345	in Betracht ziehen				https://en.wiktionary.org/wiki/in_Betracht_kommen
in den Himmel heben	2978	2978	in den Himmel + HEBEN		4	233 -> 4	4	233 -> 4							4		in den Himmel heben			https://en.wiktionary.org/wiki/in_den_Himmel_heben
in den Tee tun	2979	2979	in den Tee + TUN		0	0 -> 0	0	0 -> 0							0					https://en.wiktionary.org/wiki/in_den_Tee_tun
in den Wind schlagen	2980	2980	in den Wind + SCHLAGEN		8	32 -> 8	9	32 -> 9							8	etwas in den Wind schlagen				https://en.wiktionary.org/wiki/in_den_Wind_schlagen
in den Wind sprechen	2981	2981	in den Wind + SPRECHEN		0	32 -> 0	0	32 -> 0							0					https://en.wiktionary.org/wiki/in_den_Wind_sprechen
in der Weltgeschichte herumgondeln	2982	2982	in der Weltgeschichte + \bherum(\b|z|g) + gond(el|le)		0	7 -> 1 -> 0	0	7 -> 1 -> 0							0	in der Weltgeschichte herumreisen	in der Weltgeschichte herumreisen			https://en.wiktionary.org/wiki/in_der_Weltgeschichte_herumgondeln
in der Weltgeschichte herumreisen	2983	2983	in der Weltgeschichte + \bherum(\b|z|g) + _REISEN		1	7 -> 1 -> 1	1	7 -> 1 -> 1							1	in der Weltgeschichte herumreisen	in der Weltgeschichte herumreisen			https://en.wiktionary.org/wiki/in_der_Weltgeschichte_herumreisen
in die Ehe bringen	2984	2984	in die Ehe + BRINGEN		126	174 -> 126	126	174 -> 126							126					https://en.wiktionary.org/wiki/in_die_Ehe_bringen
in die Enge treiben	2985	2985	in die Enge + TREIBEN		44	49 -> 44	45	51 -> 45							44					https://en.wiktionary.org/wiki/in_die_Enge_treiben
in die Hand beißen, die einen füttert	2986	2986	in die Hand + BEIẞEN + die + \b(ge)?fütterte?\b		0	250 -> 1 -> 1 -> 0	0	251 -> 1 -> 1 -> 0							0					https://en.wiktionary.org/wiki/in_die_Hand_bei%C3%9Fen%2C_die_einen_f%C3%BCttert
in die Luft sprengen	2987	2987	in die Luft + spreng		95	285 -> 95	101	285 -> 101							95					https://en.wiktionary.org/wiki/in_die_Luft_sprengen
in die Pfanne hauen	2988	2988	in die Pfanne + HAUEN		3	5 -> 3	3	5 -> 3							3					https://en.wiktionary.org/wiki/in_die_Pfanne_hauen
in die Pflicht nehmen	2989	2989	in die Pflicht + NEHMEN		13	13 -> 13	13	13 -> 13							13					https://en.wiktionary.org/wiki/in_die_Pflicht_nehmen
in die Quere kommen	2990	2990	in die Quere + KOMMEN		23	25 -> 23	23	25 -> 23							23					https://en.wiktionary.org/wiki/in_die_Quere_kommen
in die Wege leiten	2991	2991	in die Wege + LEITEN		108	109 -> 108	108	110 -> 108							108	etwas in die Wege leiten				https://en.wiktionary.org/wiki/in_die_Wege_leiten
in Eile gefreit, in Muße bereut	2992	2992	in Eile + frei + in Muße + \bereu		0	17 -> 0 -> 0 -> 0	0	17 -> 0 -> 0 -> 0							0					https://en.wiktionary.org/wiki/in_Eile_gefreit%2C_in_Mu%C3%9Fe_bereut
in eine Schublade stecken	2993	2993	in eine Schublade + STECKEN		0	2 -> 0	0	2 -> 0							0					https://en.wiktionary.org/wiki/in_eine_Schublade_stecken
in einen Sack stecken und draufhauen	2994	2994	in einen Sack + STECKEN + \bda?rauf(\b|h|z|g) + _HAUEN		0	8 -> 5 -> 0 -> 0	0	8 -> 5 -> 0 -> 0							0					https://en.wiktionary.org/wiki/in_einen_Sack_stecken_und_draufhauen
in guter Gesellschaft	2995	2995	in guter Gesellschaft		3	3	3	3							3					https://en.wiktionary.org/wiki/in_guter_Gesellschaft
in höchstem Maße	2996	2996	in höchstem Maße		11	11	11	11							11					https://en.wiktionary.org/wiki/in_h%C3%B6chstem_Ma%C3%9Fe
in puncto	2997	2997	in puncto		59	59	60	60							59					https://en.wiktionary.org/wiki/in_puncto
in Ungnade fallen	2998	2998	in Ungnade + FALLEN		219	237 -> 219	220	237 -> 220							219					https://en.wiktionary.org/wiki/in_Ungnade_fallen
in Vertretung	2999	2999	in Vertretung		105	105	105	105							105					https://en.wiktionary.org/wiki/in_Vertretung
in Zukunft	3000	3000	in Zukunft		654	654	654	654							654					https://en.wiktionary.org/wiki/in_Zukunft
ins Bild setzen	3001	3001	ins Bild + SETZEN		36	76 -> 36	37	76 -> 37							36					https://en.wiktionary.org/wiki/ins_Bild_setzen
ins Detail gehen	3002	3002	ins Detail + GEHEN		9	49 -> 9	10	49 -> 10							9					https://en.wiktionary.org/wiki/ins_Detail_gehen
ins Einzelne gehen	3003	3003	ins Einzelne + GEHEN		0	2 -> 0	1	3 -> 1							0					https://en.wiktionary.org/wiki/ins_Einzelne_gehen
ins Feld führen	3004	3004	ins Feld + FÜHREN		50	122 -> 50	51	122 -> 51							50					https://en.wiktionary.org/wiki/ins_Feld_f%C3%BChren
ins Reine bringen	3005	3005	ins Reine + BRINGEN		1	12 -> 1	2	15 -> 2							1					https://en.wiktionary.org/wiki/ins_Reine_bringen
ins Reine kommen	3006	3006	ins Reine + KOMMEN		8	12 -> 8	9	15 -> 9							8					https://en.wiktionary.org/wiki/ins_Reine_kommen
ins Treffen führen	3007	3007	ins Treffen + FÜHREN		3	4 -> 3	3	4 -> 3							3					https://en.wiktionary.org/wiki/ins_Treffen_f%C3%BChren
ins Visier geraten	3008	3008	ins Visier + GERATEN		57	104 -> 57	57	104 -> 57							57		ins Visier geraten			https://en.wiktionary.org/wiki/ins_Visier_geraten
ins Visier nehmen	3009	3009	ins Visier + NEHMEN		41	104 -> 41	41	104 -> 41							41		ins Visier geraten			https://en.wiktionary.org/wiki/ins_Visier_nehmen
ins Ziel gehen	3010	3010	ins Ziel + GEHEN		16	614 -> 16	17	614 -> 17							16					https://en.wiktionary.org/wiki/ins_Ziel_gehen
Jacke wie Hose	3011	3011	Jacke wie Hose		2	2	2	2							2	Jacke wie Hose sein				https://en.wiktionary.org/wiki/Jacke_wie_Hose
jemandem ans Bein pinkeln	3012	3012	ans Bein + pink(el|le)		0	1 -> 0	0	1 -> 0							0					https://en.wiktionary.org/wiki/jemandem_ans_Bein_pinkeln
jemandem den Arsch lecken	3013	3013	den Arsch + LECKEN		0	7 -> 0	0	7 -> 0							0					https://en.wiktionary.org/wiki/jemandem_den_Arsch_lecken
jemandem die Stirn bieten	3014	3014	die Stirn + BIETEN		15	168 -> 15	15	168 -> 15							15	die Stirn bieten				https://en.wiktionary.org/wiki/jemandem_die_Stirn_bieten
jemandem etwas zur Last legen	3015	3015	zur Last + LEGEN		115	142 -> 115	115	142 -> 115							115		jemandem etwas zur Last legen			https://en.wiktionary.org/wiki/jemandem_etwas_zur_Last_legen
jemandem in den Arsch kriechen	3017	3017	in den Arsch + KRIECHEN		0	4 -> 0	0	4 -> 0							0	in den Arsch kriechen				https://en.wiktionary.org/wiki/jemandem_in_den_Arsch_kriechen
jemandem in den Hintern kriechen	3018	3018	in den Hintern + KRIECHEN		0	3 -> 0	0	3 -> 0							0	in den Arsch kriechen				https://en.wiktionary.org/wiki/jemandem_in_den_Hintern_kriechen
jemandem in Fleisch und Blut übergehen	3019	3019	in Fleisch und Blut + \büber(\b|z|g) + _GEHEN		1	2 -> 1 -> 1	1	2 -> 1 -> 1							1					https://en.wiktionary.org/wiki/jemandem_in_Fleisch_und_Blut_%C3%BCbergehen
jemandem Saures geben	3020	3020	Saures + GEBEN		0	5 -> 0	1	26 -> 1							0					https://en.wiktionary.org/wiki/jemandem_Saures_geben
jemandem stehen die Haare zu Berge	3021	3021	die Haare + zu Berge + STEHEN		0	222 -> 0 -> 0	0	222 -> 0 -> 0							0					https://en.wiktionary.org/wiki/jemandem_stehen_die_Haare_zu_Berge
jemandem zur Seite stehen	3022	3022	zur Seite + STEHEN		449	873 -> 449	452	873 -> 452							449		jemandem zur Seite stehen			https://en.wiktionary.org/wiki/jemandem_zur_Seite_stehen
jemanden am Arsch lecken	3023	3023	am Arsch + LECKEN		1	6 -> 1	3	6 -> 3							1	leck mich am Arsch				https://en.wiktionary.org/wiki/jemanden_am_Arsch_lecken
jemanden mal können	3024	3024	\b[DdMm]ich\b + mal + \b[Kk]ann(st)?	mal + KÖNNEN + MANUAL_REVIEW	3	2753 -> 37 -> 3	3	2777 -> 37 -> 3	1455	23255 -> 1455 -> 1455	1464	23264 -> 1464 -> 1464	1	1/3	1					https://en.wiktionary.org/wiki/jemanden_mal_k%C3%B6nnen
jemandes Speichel lecken	3025	3025	Speichel + LECKEN		0	96 -> 0	1	97 -> 1							0					https://en.wiktionary.org/wiki/jemandes_Speichel_lecken
jetzt schlägt's dreizehn	3026	3026	jetzt schlägt.?s dreizehn		0	0	0	0							0	jetzt schlägts dreizehn				https://en.wiktionary.org/wiki/jetzt_schl%C3%A4gt%27s_dreizehn
Kaiser von China	3027	3027	Kaiser von China		12	12	12	12							12					https://en.wiktionary.org/wiki/Kaiser_von_China
kalter Bauer	3028	3028	\b[Kk]alte[rnms] Bauer[ns]?\b		0	0	0	0							0					https://en.wiktionary.org/wiki/kalter_Bauer
Katz-und-Maus-Spiel	3029	3029	Katz-und-Maus-Spiel		18	18	18	18							18					https://en.wiktionary.org/wiki/Katz-und-Maus-Spiel
katzenfreundlich	3030	3030	katzenfreundlich		0	0	0	0							0					https://en.wiktionary.org/wiki/katzenfreundlich
kein Kommentar	3031	3031	kein Kommentar		3	3	3	3							3					https://en.wiktionary.org/wiki/kein_Kommentar
kein Pardon kennen	3032	3032	kein Pardon + KENNEN		0	7 -> 0	0	7 -> 0							0					https://en.wiktionary.org/wiki/kein_Pardon_kennen
keine halben Sachen machen	3034	3034	keine halben Sachen + MACHEN		0	2 -> 0	0	2 -> 0							0					https://en.wiktionary.org/wiki/keine_halben_Sachen_machen
keine zehn Pferde	3035	3035	keine zehn Pferde		0	0	0	0							0					https://en.wiktionary.org/wiki/keine_zehn_Pferde
Königsweg	3036	3036	Königsweg		36	36	36	36							36					https://en.wiktionary.org/wiki/K%C3%B6nigsweg
Kopf und Kragen	3037	3037	Kopf und Kragen		4	4	4	4							4	Kopf und Kragen	Kopf und Kragen			https://en.wiktionary.org/wiki/Kopf_und_Kragen
Kost und Logis	3038	3038	Kost und Logis		20	20	20	20							20					https://en.wiktionary.org/wiki/Kost_und_Logis
kreidebleich	3039	3039	kreidebleich		1	1	1	1							1					https://en.wiktionary.org/wiki/kreidebleich
Kuhdorf	3040	3040	Kuhdorf		0	0	0	0							0					https://en.wiktionary.org/wiki/Kuhdorf
laufen lassen	3041	3041	laufen + LASSEN		136	2084 -> 136	139	2084 -> 139							136					https://en.wiktionary.org/wiki/laufen_lassen
Leber	3042	3042	\b[Dd](ie|er) Leber\b + MANUAL_REVIEW		267	267 -> 267	267	267 -> 267					3	0/50*267 found, so assume 0.5 matches	3					https://en.wiktionary.org/wiki/Leber
Leiche im Keller	3043	3043	Leichen? + im Keller + MANUAL_REVIEW		6	1562 -> 6 -> 6	6	1562 -> 6 -> 6					1	1/6	1	eine Leiche im Keller haben				https://en.wiktionary.org/wiki/Leiche_im_Keller
leichter gesagt als getan	3044	3044	[Ll]eichter gesagt + als getan		2	2 -> 2	2	2 -> 2							2					https://en.wiktionary.org/wiki/leichter_gesagt_als_getan
lieb und teuer	3045	3045	lieb und teuer		1	1	1	1							1					https://en.wiktionary.org/wiki/lieb_und_teuer
Löwenanteil	3046	3046	Löwenanteil		31	31	31	31							31					https://en.wiktionary.org/wiki/L%C3%B6wenanteil
Lüdenscheid-Nord	3047	3047	Lüdenscheid-Nord		8	8	8	8							8					https://en.wiktionary.org/wiki/L%C3%BCdenscheid-Nord
Luftschloss	3048	3048	Luftschloss		4	4	4	4							4	Luftschloss				https://en.wiktionary.org/wiki/Luftschloss
Lügen strafen	3049	3049	Lügen + straf		8	219 -> 8	8	281 -> 8							8	jemanden Lügen strafen				https://en.wiktionary.org/wiki/L%C3%BCgen_strafen
meines Wissens	3050	3050	meines Wissens		5	5	5	5							5					https://en.wiktionary.org/wiki/meines_Wissens
Melkkuh	3051	3051	Melkkuh		0	0	0	0							0					https://en.wiktionary.org/wiki/Melkkuh
mit allem Drum und Dran	3052	3052	mit allem Drum und Dran		1	1	1	1							1					https://en.wiktionary.org/wiki/mit_allem_Drum_und_Dran
mit anderen Worten	3053	3053	mit anderen Worten		77	77	77	77							77					https://en.wiktionary.org/wiki/mit_anderen_Worten
mit angehaltenem Atem	3054	3054	mit angehaltenem Atem		2	2	2	2							2					https://en.wiktionary.org/wiki/mit_angehaltenem_Atem
mit Argusaugen beobachten	3055	3055	mit Argusaugen + \bbeobachte		0	0 -> 0	0	0 -> 0							0					https://en.wiktionary.org/wiki/mit_Argusaugen_beobachten
mit dem Kopf durch die Wand	3056	3056	mit dem Kopf + durch die Wand		4	140 -> 4	4	140 -> 4							4					https://en.wiktionary.org/wiki/mit_dem_Kopf_durch_die_Wand
mit der Zeit gehen	3057	3057	mit der Zeit + GEHEN		31	981 -> 31	36	981 -> 36							31					https://en.wiktionary.org/wiki/mit_der_Zeit_gehen
mit etwas Schritt halten	3058	3058	mit + Schritt + HALTEN		66	803237 -> 678 -> 66	68	803577 -> 695 -> 68							66					https://en.wiktionary.org/wiki/mit_etwas_Schritt_halten
mit gewaschenem Hals	3059	3059	mit gewaschenem Hals		0	0	0	0							0					https://en.wiktionary.org/wiki/mit_gewaschenem_Hals
mit jemandem ins Gericht gehen	3060	3060	mit + ins Gericht + GEHEN		14	803237 -> 14 -> 14	14	803577 -> 14 -> 14							14					https://en.wiktionary.org/wiki/mit_jemandem_ins_Gericht_gehen
mit jemandem Schlitten fahren	3061	3061	mit + Schlitten + FAHREN		11	803237 -> 75 -> 11	17	803577 -> 76 -> 17							11					https://en.wiktionary.org/wiki/mit_jemandem_Schlitten_fahren
mit leeren Händen	3062	3062	mit leeren Händen		11	11	11	11							11					https://en.wiktionary.org/wiki/mit_leeren_H%C3%A4nden
mit offenen Augen schlafen	3063	3063	mit offenen Augen + SCHLAFEN		0	6 -> 0	0	6 -> 0							0					https://en.wiktionary.org/wiki/mit_offenen_Augen_schlafen
mit Schimpf und Schande	3064	3064	mit Schimpf und Schande		4	4	4	4							4					https://en.wiktionary.org/wiki/mit_Schimpf_und_Schande
mit sich bringen	3065	3065	mit sich + BRINGEN + MANUAL_REVIEW		646	1257 -> 646 -> 646	648	1259 -> 648 -> 648					633	=49/50*646; since the only (English-language Wiktionary) definition of 'mit sich bringen' is idiomatic, we have only checked in the review whether 'mit sich' is the object of 'bringen'	633					https://en.wiktionary.org/wiki/mit_sich_bringen
mitgehen lassen	3066	3066	mitgehen + LASSEN		12	45 -> 12	12	45 -> 12							12					https://en.wiktionary.org/wiki/mitgehen_lassen
Mittel zum Zweck	3067	3067	Mittel zum Zweck		42	42	42	42							42					https://en.wiktionary.org/wiki/Mittel_zum_Zweck
mitzeichnen	3068	3068	\bmit(\b|zeichne|zuzeichnen|gezeichnet) + MITZEICHNEN + MANUAL_REVIEW	\bmit(\b|z|g) + zeichne	1239	710238 -> 1239 -> 1239	1563	761105 -> 1563 -> 1563	17506	714162 -> 17506	18895	822558 -> 18895	6	=1/200*1239	6					https://en.wiktionary.org/wiki/mitzeichnen
möglich	3069	3069	\b[Aa]lle.? möglich\w* [A-ZÜÄÖ]		257	257	349	349							257					https://en.wiktionary.org/wiki/m%C3%B6glich
mundtot machen	3070	3070	mundtot + MACHEN		18	19 -> 18	18	19 -> 18							18					https://en.wiktionary.org/wiki/mundtot_machen
Müßiggang ist aller Laster Anfang	3071	3071	Müßiggang + aller Laster Anfang + SEIN		3	30 -> 3 -> 3	3	30 -> 3 -> 3							3					https://en.wiktionary.org/wiki/M%C3%BC%C3%9Figgang_ist_aller_Laster_Anfang
na also	3072	3072	\b[Nn]a,? also\b		1	1	1	1							1					https://en.wiktionary.org/wiki/na_also
nach oben buckeln und nach unten treten	3073	3073	nach oben + buck(el|le) + nach unten + TRETEN		0	1787 -> 0 -> 0 -> 0	0	1792 -> 0 -> 0 -> 0							0					https://en.wiktionary.org/wiki/nach_oben_buckeln_und_nach_unten_treten
nach seiner Fasson selig werden	3074	3074	nach seiner Fasson + selig + WERDEN		1	2 -> 1 -> 1	1	2 -> 1 -> 1							1					https://en.wiktionary.org/wiki/nach_seiner_Fasson_selig_werden
Nadel im Heuhaufen	3075	3075	Nadel im Heuhaufen		1	1	1	1							1	die Nadel im Heuhaufen suchen				https://en.wiktionary.org/wiki/Nadel_im_Heuhaufen
näher	3076	3076	\b[Nn]äher + MANUAL_REVIEW		5386	5386 -> 5386	5386	5386 -> 5386					323	=3/50*5386	323					https://en.wiktionary.org/wiki/n%C3%A4her
nasses Element	3077	3077	[Nn]asse[smn]? Element		1	1	1	1							1					https://en.wiktionary.org/wiki/nasses_Element
Negermusik	3078	3078	Negermusik		3	3	3	3							3					https://en.wiktionary.org/wiki/Negermusik
nicht der hellste Stern am Himmel	3079	3079	nicht der hellste Stern am Himmel		0	0	0	0							0					https://en.wiktionary.org/wiki/nicht_der_hellste_Stern_am_Himmel
nicht einmal mit der Kneifzange anfassen	3080	3080	mit der Kneifzange + nicht (ein)?mal + \ban(\b|f|z|g) + fass		0	0 -> 0 -> 0 -> 0	0	0 -> 0 -> 0 -> 0							0					https://en.wiktionary.org/wiki/nicht_einmal_mit_der_Kneifzange_anfassen
nichts mit Hast als Flöhe fangen	3081	3081	mit Hast + als Flöhe + nichts + FANGEN		0	0 -> 0 -> 0 -> 0	0	0 -> 0 -> 0 -> 0							0					https://en.wiktionary.org/wiki/nichts_mit_Hast_als_Fl%C3%B6he_fangen
nichts zu suchen haben	3082	3082	nichts zu suchen + HABEN		8	11 -> 8	8	11 -> 8							8					https://en.wiktionary.org/wiki/nichts_zu_suchen_haben
niemand hat die Absicht	3083	3083	niemand + die Absicht + HABEN		1	1325 -> 1 -> 1	1	1325 -> 1 -> 1							1					https://en.wiktionary.org/wiki/niemand_hat_die_Absicht
niet- und nagelfest	3084	3084	niet- und nagelfest		3	3	3	3							3					https://en.wiktionary.org/wiki/niet-_und_nagelfest
noch nicht aller Tage Abend sein	3085	3085	aller Tage + Abend + noch + nicht + SEIN		0	4 -> 0 -> 0 -> 0 -> 0	0	4 -> 0 -> 0 -> 0 -> 0							0					https://en.wiktionary.org/wiki/noch_nicht_aller_Tage_Abend_sein
Not kennt kein Gebot	3086	3086	Not + kein Gebot + KENNEN		0	1342 -> 0 -> 0	0	1694 -> 0 -> 0							0					https://en.wiktionary.org/wiki/Not_kennt_kein_Gebot
